ratings	document	label
4	자주 하고 재미있기는 하다 그러나 보물 등 운에 따른 요소가 너무 큰 것 같다는 생각이 든다	1
4	좋은 어플인데도 불구하고 국내에선 카카오톡으로 인해 자주 사용하지 않는 어플입니다 하지만 가끔씩 비상용으로 사용하기도 합니다	1
1	사용해 보지 않은 앱이라 평가하기 어렵습니다      사용해 보고 나서 평가하겠습니다 	0
4	세상에 대한 많은 정보를 볼수 있지만 바보 만들기 딱좋은 앱 시간 때우려고 보면 시간 놓침	1
4	기존의 네이트온 사용 시 불편했던 요소들을 보완한 똑똑한 어플리케이션  기본 기능 외에 필요 이상으로 많은 서비스를 제공하는 느낌을 받는다 예를 들어 플러스 친구라던지 게임이나 카카오페이 	1
4	영화를 좋아해서  이외에도 롯데 메가박스 어플을 이용하고 있습니다 그 중에서 가장 사용하기 편리하다고 생각합니다	1
5	앱이 생긴 초창기부터 사용했는데 돈이 꽤많이 모였고 사용도 많이 했다  돈이 없을때나 친구들에게 선물같은걸로 보내줄때도 유용한것같다	1
1	모르는사람이랑 물건을 사고팔거나 상담을 할때에 번호를 몰라도 되니 맘 놓고 이용할수 있어서 좋은 것 같다	0
4	지마켓 브이아이피라서 쿠폰을 쓰려고 어쩔수 없이 깔았던 앱 앱의 이용을 활성화 시키고자 앱 전용쿠폰을 만든 것 같은데 개인적으로 쇼핑은 직접 보는것 이외에 자세히 보는 것을 좋아하기 때문에 쿠폰결제 이외에는 문의 배송 조회용으로 밖에 사용 안한다	1
4	지도 앱 중에서는 가장 시간이나 부가정보버스 도착정보 등가 정확해서 주로 사용하고 있고 로드뷰 기능도 잘 되어 있어서 사용에 편리하다 	1
1	기본적으로 설치되어 있는 통신사 어플리케이션에서도 데이터 전화 메시지의 양을 조회할 수 있어서 필요성을 느끼지 못한다	0
2	기본적으로 오픈마켓은 앱 보다 로 쇼핑하는 게 더 편리한 것 같습니다 인터파크는 할인권 같은 혜택도 주는데 여긴 그런게 없어서 아쉽습니다	0
1	익스플로저보다는 좋은것 같지만 서비스가 많아 그렇지 실지적으로 좋은지는 모르겠다 걍 점유율갑	0
4	다음지도를 쓰기전에는 썼었지만 따로 있는게 귀찮아 정리하면서 더이상 쓰지 않는다      	1
4	불이 필요할 때 유용하다고 생각한다 하지만 단점을 꼽자면 매우 빠른 배터리 소모가 있다고 생각한다	1
2	어린사람들 중에는 하는 사람이 많지는 않다 하지만 아기어머니들 사이에서는 아기들 커가는 사진을 찍어 올려가며 소통하는것 같다 대들에게 좋은 어플인듯	0
4	다른 메신져 어플보다 사용자가 많은 이유는 지속적인 업데이트때문인 것 같다 많은 다른 것들과 연동되어 편하고 카카오톡을 쓰고 싶다기보다는 쓰지않으면 불편한점이 더 많아 쓰게되는 것 같다	1
2	버전과의 소통을 위해 설치했으나 너무 부족하여 자주 쓰지 않는 앱이다 주변에 외국친구가 많다면 자주 사용할 앱	0
4	실시간으로 날씨정보를 제공해주는 좋은 어플이다 위젯으로 떠서 일일이 확인하는 귀찮음도 없어서 좋다	1
5	뒤늦게 알고 재밌게 사용중인 게임어플입니다 킬링 타임용으로 좋은 게임 어플이라고 생각합니다	1
4	엠넷의 유아이는 조금 불편하지만 가장 유저층도 많고 소셜기능도 추가되어 단순 플레이어의 의미를 벗어나 다양한 기능들을 해준다고 생각한다	1
2	이거 안깔면 은행어플을 사용할 수 없어서 마지못해 쓴다 쓴다고 보안이 더 좋아지는 기분도 아니고 심지어 안꺼지는 경우도 있다 	0
4	좋긴한데 요즘에는 음악을 듣는 어플이 많고 제공되는 서비스도 많다 이걸 꼭 받아야 하는지는 글쎄	1
5	지인들과 교류가 딱히 없어도 지인들의 페이스북 업로드로 어떻게 지내는지 볼수 있는 장점이 있는것 같다	1
4	많은 사용은 안하지만 그 단체 주제에 맞는 구성원들끼리만 소통은 주고 받고 대화하기엔 정말 좋우 어플이다	1
4	극장을 자주 이용하는 분이라면 강력 추천하는 앱입니다 개봉영화에 관한 상세한 정보가 제공되는 장점이 있습니다 온라인 예매도 비교적 편리한 편이지만 개인적으로 를 통한 예약이 더 편해서 이 앱으로는 정보만 열람하고 있습니다	1
1	데스크탑으로는 사용했지만 휴대폰 앱으로는 사용 해 보지 않았다  한번 다운로드 해서 이용해 볼 생각이다	0
5	어디 놀러가서 쿠폰을 급하게 사거나 살때 싸게 살수있었고 여러 회사들의 가격과 종류를 나열해줘서 수고로움을 덜게되었고 사용하기도 편했다	1
4	유용하게 사용하고 있습니다 하지만 가끔 몇몇 장소는 자세하게 나와있지 않아 길을 찾는데 불편함을 겪었습니다	1
2	모바일에서는 상품 검색 및 배송 추적 기능을 주로 이용한다 물건 구매는 일반적으로 개인 를 이용한다	0
4	카메라 어플중에서 셀카용으로 사용 중이며 소리가 나지 않는 특징이 있어 유용하게 사용하고 있습니다	1
2	사용을 하다가 현재는 비활성화 상태로 해두었는데 시간을 너무 뺏기는 기분이 들어 사용하고 있지 않습니다 물론 사람들과의 소통이 되는 점은 좋습니다만 개인적으로는 굳이 인터넷을 통해 사람들과 친해지는 것이 불필요하다 생각하기에 사용하고 있지 않습니다	0
4	주변 사람이 요즘 어떻게 지내는지 알 수 있고 나의 추억들을 사진과 글과 함께 올릴 수 있어서 좋습니다	1
1	일단 거짓 매물이 올라오지 않는다고 알려져 있는 것과 다르게 거짓매물이 올라와 있습니다 신고 절차를 갖고 있지만 번거로워 하지 않게 되는 것이 현실입니다	0
5	시간 잡아먹기 용으로 아주 좋은 어플리케이션이라고 생각 관심사부터 뉴스까지 다양한 컨텐츠를 보기 쉽게 만듬	1
2	주변에서 재밌다고 해서 깔아봤는데 사진 찍는 것을 별로 안좋아해서 그런지 재미는 그닥	0
4	초행길 갈땐 이만한 앱이 없지만 생각보다 둘러 가는 경우가 많아서 별하나 깠음 가끔 렉먹으면 빡침	1
5	직장인 필수임 개꿀잼 시간 잘감 몰래 볼때 딱임 니가 일하면서 웹툰 보고싶어봐 이게 짱이지	1
5	개인적으로는 구글보다는 네이버를 더 선호한다  한국 사이트라는 것도 있고 평소 컴퓨터를 할때에도 네이버를 자주이용한다	1
2	네이버 앱이있지만 보통 사파리를 사용하는 편이다 기본 사파리도 잘 구성되어있어서 딱히 필요는 없지만 가끔 음악을 들려주고 뭔지 알려주는 기능만 가끔 사용하고있다	0
2	엠넷이 더 편해서 엠넷으로 갈아탔다	0
4	장점  대중교통 안내가 다른 지도 앱 보다 구체적으로 제시되어 있어 편함 단점  길안내 프로세스 지도 형태가 타 앱보다 복잡함 구글지도나 지도가 더 편함 	1
4	편리하게 잘 사용하고 있다 뉴스를 제일 많이 보는 거 같다 다양한 소식이 올라와 좋다	1
2	네이버 서비스는 이메일 밖에 쓰지를 않아서 그런지 위 앱은 사용할 필요성을 못느끼겠다 스마트폰에 깔아두기에는 그닥 필요없는 느낌이다	0
5	정말 좋은 앱인 것 같다 설명 그대로 편하게 말들을 주고 받을 수 있으니깐 하지만 가끔 채팅방을 혼동하여 실수를 할 수도 있으니 이건 어떻게 해결이 안될까	1
4	연락이 잘 되지 않았던 친구들과 오랜만에 연락을 할 수 있지만 시간이 너무 많이 소비 하게 된다	1
4	급할때 카톡으로 연락이 되지않거나 카톡친구가 아닌경우 연락하기에 좋다 만족 만족만족 ㅠ	1
4	아주 사기적으로나와서 좋다무음카메라좋아 짧게동영상도가능하고 근데 필터 적용이 필수라서 짱남 그리고 필터적용해도 원본사진도 따로저장됬으면	1
5	회사꺼라 쓰긴 씀 그냥 나 편하려고 쓰는거지 특별한 이유는 없음 당연하지 않나이유가 없다	1
4	일단 심적으로 안심이 되는 앱  뭔가 업데이트와 정리 검사를 자주 요구하는데 화면 그대로 믿어도 되는지 확인 할 길이 없으므로 명성을 믿고 사용하는 앱	1
4	우리은행이 주거래은행이라 자주 애용한다 대출정보와 예금정보를 쉽게 확인할 수 있어 좋다 	1
4	간단한 메세지라도 보냄으로써 사회에 필요한 인맥관리도 될뿐더러 소중한 사람들과 더 자주 소통할수있는 수단이라고 생각한다 그러나 상대방이 메세지를 읽었는지 아닌지 확인할수있기에 그런부분에서 오해가 생기는일이 발생되는 사례가 많은것같아 조금 안타깝다	1
4	카카오 프렌즈라는 이모티콘들이 정말 귀엽고 사람들과 대화를 함에 있어서도 불편함을 느끼지 못할정도로 속도면에서도 굉장히 만족스럽습니다	1
4	은행 어플 중에서 사용 하기 간편한 편의 어플입니다 디자인적으로도 아주 만족스럽기에 잘 사용하고 있습니다	1
5	핸드폰 카드를 잃어버린 후 다운로도 받아 사용합니다 사진뿐만 아니라 동영상 노래까지 저장되어 매우 유용하다고 생각합니다	1
4	드라이브의 기능을 핸드폰에서도 간편하게 이용 가능하다는 점에서 아주 유용하다 하지만 파일의 업로드 및 다운로드 시 에러 발생이 잦은 편이다	1
5	용량에 제한이 있다는점을 제외하고는 파일 저장 어플로서는 거의 최고라고 생각한다 돈줘도 뭐  괜찮겟다는 정도 	1
5	나름 인터넷에 뜨는 중요뉴스도 나오고 무엇보다 적립금을 적립해서 실생활에서 캐쉬처럼 사용할수있다는 점이 좋다 	1
5	다음과 네이트랑은 비교할 수 없을 정도로 깔끔하고 편리하며 다양한 정보를 얻을 수 있다 	1
4	타임라인이 있는 메신저라 꽤 신기하긴 하지만 국내에서는 아무래도 쓰는 사람이 적어서 아쉽다 앱 자체의 완성도는 괜찮은거같다	1
5	페이스 북을 사용하다가 인스타 그램을 하면 자유도는 떨어져 처음엔 답답한 느낌이였지만 그것 사생활이 덜 노출 된다는 장점으로 더 자주 애용하고 있습니다	1
5	우리나라 사람들에게 가장 적합한 서비스 인것같다 실시간으로 뜨고 가사님의 번호까지 설정하지 않아도 한번에 볼 수있어서 좋다	1
4	카카오톡을 사용할 수 없는 경우에 잘 이용하고 있다 특히 군대에 있는 친구들과 연락할 때 유용하게 사용한다	1
4	밴드에 가입한 사람들끼리만 누릴 수 있는 대화방이어서 소식 전하기가 더 부담없이 좋은 앱이다	1
1	오류가 너무많다 돈때문에 단돈 몇원 몇개월은해야 커피한잔이다 이런 노예계약같은앱을 왜사용하는지 모르겠다 	0
5	스팸 걸러내기에 최고의 앱 같다 하루에도 몇십통씩 스팸 전화 문자가 오는데 특히 전화의 경우 안받고 차단해 버릴 수 있어서 너무 좋다	1
2	실시간 방송이나 디제이들의 방송을 볼수있지만  찾아서 보는 이용자들이 아니고는 기존에내장되어있는 디엠비를 사용하기더편리함	0
2	단순하게 터치 만으로 할 수 있는 게임이라서 간단하긴 하지만 그만큼 금방 질리고 지루해지는 경향이 있다 	0
4	제가 맨 처음 사용한 핸드폰인 갤 서부터 신세를 지고 있는 고마운 어플입니다 도 깔끔하고 쓸만 합니다	1
2	디자인이 지나치게 다른 앱들에 비하여 단순하여 처음 사용하는 입장에서는 별로 호감이 가지 않는 어플이다 	0
5	처음 가는 장소도 쉽게 찾아갈 수 있고 최단경로와 최소비용의 차를 고려하여 이동할 수 있어 유용한 앱이라고 생각함	1
5	검색을 위해서 늘 네이버를 사용하였기 때문에 익숙하고 다양한 정보를 한눈에 볼 수 있어 편리하다	1
5	페이스북 의 선두 주자라고 생각합니다 친구들의 사진과 생활을 엿볼수 있으며 최근에는 재밌는 동영상이나 감동적인 글등 볼것이 많은 재밌는  앱이라고 생각합니다	1
5	인터넷 게임으로 컴퓨터에서만 즐겨하던 게임을 핸드폰으로도 할 수 있어서 좋다 화질도 좋고 여러가지 기능이 새로 생겨서 더 만족한다	1
4	네이버 웹툰과 구성은 다르지만 활용시간 방법은 큰 차이가 없는 어플이다 단점은 휴재 여부를 쉽게 알지 못하는 점	1
4	업데이트되면서 디자인도 좋아지고 기능도 편리해졌지만 노래를 여러 곡 선택할 때는 예전에 한 번에 몰아서 담을 수 있었던 게 편리한 거 같다 	1
4	문자를 대체할 수 있는 수단이고 데이터 비용 외에 사용자가 내는 사용비가 없다는 점에서 좋은 어플이다	1
5	심심할때 와이파이 연결된 상태일 때 영상 보기 좋습니다 주로 게임 방송을 볼 때 쓰고있습니다	1
4	시사 연에 스포츠별로 나뉘어있어서 한번에 오늘의 사건 소식들을 접할수 있어 편리합니다 	1
5	내가 관심있는 분야를 다른 사람이 해시태그를 함으로써 보고 팔로우를 하며 정보공유하는것 그게 제일 큰 장점이라 생각한다	1
2	네이버웹툰이 현재 대중화되어있기때문에 특정한 웹툰이 아니고서는 이용을 잘안하게됨  심심할때는 좋음	0
5	현재접속중인걸 확인한다는게 사기현재접속중인걸 확인한다는게 사기현재접속중인걸 확인한다는게 사기	1
4	검색용으로 사용하기 정말 편리하고 디자인도 깔끔하고 카테고리별로 보기 편하게 되어있어 좋습니다	1
4	터치만 하면 사진이 찍히기 때문에 편리하다 다양한 필터가 있어서 따로 포토샵을 하지 않아도 된다는 장점이 있어 잘 사용한다	1
4	음식을 주무할 때 편리하게 해주는 앱이다 이제 전단지를 찾지 않아도 되고 주소도 알려주지 않을 수 있어 좋다	1
5	아침에 일어나서 항상 네이트 뉴스를 먼저 본다 랭킹 눌러서 보면 쫘르륵 최신 기사가 나오니까 보기 편한것 같다	1
4	얼마전에 알게 된 앱이다 그동안 스팸으로 인해 불편했는데 이젠 스팸 문자 차단하니까 스트레스 안받고 좋은것 같다	1
2	처음에는 재미있었는데 점점 아이템이 활성화되면서 점수가 아이템 사용과 비례하는 느낌이라 안 하게되었다	0
2	불편 그냥불편 매우불편 그냥 컴퓨터 켜서본다 그게더 안전하고 편하다 괜히 핸드폰으로 했다가 해킹당한다	0
4	사진이나 자료 등을 편리하게 올리며 내릴 수 있으나 스마트폰 어플이나 태블릿 환경에선 기능을 너무 단순화시켜서 오히려 더 어렵게 쓰게되었음	1
4	한국에서 최고의 지도 입니다 지도 정확도높고 다양한기능 되있고 도로리뷰도 화질이 좋습니다 좀 더 빨라지면 좋겠다	1
1	오락을 즐기지 않기 때문에 지금 앱이 삭제되어 있는 상태이지만 전에는 해본 게임 앱입니다 단순한 오락성 게임이라고 생각합니다	0
5	재밌습니다 네이버 뿜을 보는데 좀 더 엄선된 정보만을 보는 기분이랄까요 피키가 처음 생겼을 때부터 봤는데 급성장을 한 게 왠지 이해가 될 정도였습니다 ㅋㅋ	1
5	페이스북처럼 지저분하지 않고 깔끔하게 친구들과 소통할 수 있어서 좋다 광고나 문제가 되는 글들이 올라오지 않아 좋다	1
4	내 지갑을 가볍게 해주는 고마운 앱 카드를 여러장 가지고 다니는 수고를 덜어줘서 필수 앱인 것 같다 플라스틱 카드를 없앨 수 있어 환경에도 도움이 되는 것 같다	1
4	우리나라가 너무 네이버한테 독점당하고 있지만 그래도 모든 마케팅이 네이버블로그로 시작되는듯한건 어쩔 수 없는듯 카페랑 블로그 앱등은 편하기는 하다	1
1	뭔가 불편하다 문서 공유 등이 기능이 불편하다 그래서 최근에 잘 안쓰고 있다 용량도 작은 느낌이다	0
4	어두운곳에서 무엇인가를 찾을때 정말용이한 어플  설치해놓으면 생활하며 언젠가 한번은 사용하는어플	1
4	스팸을 잡아주는 것은 좋다	1
4	음악을 생생한 음향으로 들을 수 있고 차트 갱신도 빨라서 좋은데 로딩이 너무 너무 길다 다음 곡으로 넘어가는데 너무 오랜 시간이 들고 플레이 리스트 만드는데 곡추가가 번거롭다	1
4	접근 및 조작이 쉽다 만화 어플 중에서 가장 괜찮은 듯 다만 요일별 클릭 아이콘이 조금 작다	1
4	아침에 일어나서 나가기전에 날씨를 확인하고 옷을 입는 습관이있는데 그런면에서 쉽게 날씨를 볼 수 있어서 좋다	1
4	잘 모르는 지역을 어떻게 가야 할지 가르쳐 주는 앱이라서 실생활에서 꽤 유용 한 것 같다 	1
1	첫 시작하게 해주 었고 의 무필요성과 무서움을 일깨워줌 덕분에 이제 안함 	0
2	영화를 예매해야 하는 경우에만 사용하는 어플입니다 하지만 자주 사용하는 앱이 아니기 때문에 용량을 차지한다는 점에서 조금 불편함을 느꼈습니다	0
5	찰칵 소리가 나지 않아서 좋다 셀카 찍을때 눈치 보이지 않는다 특히 보정기능은 여자들한테 인기만점	1
1	네이버는 개인적으로 좋아하지 않습니다만 그래도 대중적이어서 씁니다 주관적인 정치적 견해 때문에 싫어하기도 하지만 스마트폰 어플은 특히 가로세로 화면 전환시 오류도 많고 갑자기 꺼진다거나 오류도 많아서 개인적으로 별로입니다 그냥 쓸 게 없어서	0
2	안써봐서 잘 모르겠습니다안써봐서 잘 모르겠습니다안써봐서 잘 모르겠습니다안써봐서 잘 모르겠습니다	0
2	웹툰을 별로 좋아하지 않는 편이라 이 어플 또한 사용해본 적이 없습니다 네이버에서 만든 어플이니 일단 신뢰가 가질 않습니다	0
5	매일 지하철을 이용할 때마다 이 어플을 사용합니다 다만 비슷한 어플들과 네이버 지도 앱에도 비슷한 기능이 있어서 큰 차이를 모르겠습니다	1
4	컨텐츠자체는 재밌는데 해킹의 위험이 다분하다 속도가 느린 엘티이를 사용할 경우 로딩 시간이 너무너무 길다	1
2	친구들과 자취방 구할 때 유용하다 좀 더 다양하고 많은 곳이 올라 왔으면 좋겠다 신뢰가는곳으로	0
4	회사친구등 단체카카오톡을 통한 대화시스템 구축을 통한  커뮤니케이션 구조 설립   문자기능엔 없는 사진 여러장 보내기 음성 동영상 전달등 카카오톡 하나로 할수 있는 편리함 때뭄에 사용한다 	1
5	우리은행 앱서비스는 자주사용한다 다만 추가이체라는 메뉴가 헷갈리게 되어있어 종종 실수하지만 쓰기에는 간편하다 밖에서도 이체가 쉽다는게 강점인것 같다	1
4	국내에 한정되지않고 범용적으로 다른앱과 연동하여 자료들을 저장하고 사용할 수 있다 엔드라이브와의 차별성이있음	1
5	다양한 음원차트와 여러가지 음악을 검색했을때 실시감으로 뜨는것이 편리하고 스트리밍으로 구입했을때 한달에 들을수있는 음악의 영역대가 넓다는게 좋다	1
4	부동산을 다니기에 시간이 부족한 사람들에게 중요한 어플 방을 구하기 위해 지역별 부동산 사이트와 비교해 가며 보았는데 실시간 매물이 좀 더 잘 표현되어 있고 나간 방도 잘 지워져 있어 한눈에 보기 좋다 다만 이 어플과 계약이 되어있지 않은 부동산이 더 많다	1
4	괜찮은 것 같다 클라우드 서비스의 대표주자라고 생각한다 자주 사용하지는 않지만 그래도 간간히 사용한다 이상 크게 올려줘	1
4	예전 안드로이드일때 사용했었다 인식을 안하고 사용하다보니 돈이 모이고 간식을 사먹을수있어 좋았다 광고을 본다는 느낌이 별로엊ㅅ이 간식이 생겨서 좋았던 어플이다	1
2	업데이트 되고나서 동영상이 자동적으로 플레쉬처럼 켜지는게 싫다 기능을 끄면 되긴 하지만 왜 만들었는지 잘 모르겠다 푸쉬알람도 귀찮고 배터리도 꽤 잡아먹는 것 같아 지웠다	0
1	깔아서 몇 번 사용해봤으나 개인적으로 스포츠 중계 외에는 필요성을 못 느낍니다 그냥 정신없음	0
5	예매를 하거나 앞으로 나올 영화가 뭐가 있는지 알아 볼수 있어서 좋은것 같다 편리하다 	1
5	중에서도 가장 보기 쉽고 다양한 컨텐츠를 즐길 수 있다는 점이 큰 장점인 것 같고 오프라인에서 모르는 사람들과 경계없는 사이로 정보를 공유할 수 있어서 편리하다 	1
4	대다수의 사람들이 사용하고 있어 많은 사람들과 소통하기에 좋고 직관적인 로 사용이 편리하다 	1
5	스팸 전화를 미리 차단 할 수 있어서 아주 좋다 간혹 지인으로 부터의 전화에도 정보가 뜨는 것을 보며 사생활에 대한 보호가 조금 부족한 느낌이 들긴 했다	1
4	꽤 좋은 어플이라고 생각한다 교회 동호회 모임등 간편하게 모임을 만들때 좋은 어플인것 같다	1
1	카카오스토리는 버그가 매우 많은 앱이다 카카오톡 회사에 실망스럽다 최근에 버그가 있어서 비공개 설정한 사진이 바꾸 노출돼서 짜증났다 	0
2	현재 를 사용하지 않지만 과거에 를 할 때는 사용이 편리하기도 하고 기본적으로 깔려 있는 경우도 많아서 사용했었다 하지만 요즘 여러 를 한 번에 관리할 수 있는 어플들이 많아서 꼭 이 앱을 사용해야 할 필요성이 감소한 것 같다 	0
2	설치했다가 얼마 안가서 삭제 했다 네이버의 서비스들을 많이 이용하지도 않았고 크롬으로 인터넷을 하다보니까 이게 더 느린 느낌이었다	0
4	주위의 모든 친구들과 연락을 할 수 있기 때문에 다른 메신저 앱을 깔 필요가 없어서 좋다 하지만 최근에 카카오톡을 플렛폼으로 너무 많은 상품을 내 놓아서 그런지 광고 문자도 많고 게임 친구 초대 카톡 등 받고 싶지 않은 메세지가 너무 많이 와서 불편하다	1
1	돈마블이라는 별명에서 알 수 있듯이 현질유도가 극심한 편 캐쉬아이템 드랍율 역시 극악인편 판 정도하고 삭제한 기억이남	0
5	실제로도 많이 쓰는 앱으로 어두운 곳에 가면 당연히 생각나는 앱으로 편리하게 사용하고 있는 앱중 하나다	1
4	사실 제 기능을 다하는지 모르겠지만 깔려 있다 은행어플을 실행할때 실행중이라는 문구가 보이면 괜히 안심된다	1
5	인스타는 안해도 페북은 합니다 근데 이거 자넘기는건 조금 아닌듯 이런설문이 어딨어 복붙해야지	1
5	은행 관련 어플리케이션 설치시 자동으로 설치되어 이용하게 되었다 어느 정도로 스마트폰의 보안 해주는지는 알기 힘들다	1
2	카카오톡에비해 이용자가 많지않아 이용을 잘 하지 않게되지만 기능은 타 메신저와 비슷하여 차별성이별로없음	0
5	멤버쉽 카드들을 들고 다니지 않아도 되서 너무 좋다 또한 쿠폰 발행으로 쇼핑을 저렴하게 할 수 있어 유용하게 사용하고 있다	1
4	필터가 다양해서 좋고 기종의 카메라의 분할촬영보다 더 간편하게 설정할 수 있고 더 예쁘게 나온다	1
4	스마트폰도 컴퓨터이기에 관리를 해줘야하는데 컴퓨터를 잘 모르는 사용자도 간편하게 정리시키게 하여 스마트폰을 최적의 상태로 만들어준다	1
4	간편하게 사진등을 올릴 수 있고 제한적으로 그룹을 구성할 수 있어 좋은 것 같다 팀플시 자주 사용한다	1
1	게임에 대해 흥미가 없음  게임의 평가에 떠나서 카카오톡과 연계된 초대 기능은 매우 불편 불필요한 스팸메세지를 받는 기분	0
4	뉴스 볼 때 가장 많이 사용하는 앱입니다 다양한 정보들이 제공되고 있어 편리합니다 검색 기능이 다양한 점도 장점입니다 다만 사용자 인터페이스가 저한테는 좀 안맞는 것 같습니다	1
2	사진첩 기능이나 복잡하지 않은 인터페이스는 장점이지만 지나치게 단순한 느낌이 강해 잘 사용하지는 않게 된다 	0
4	적립금을 모으긴 힘들지만 틈틈히 모아서 모은 돈을 출금하는 재미가 있다 좋은 앱인거 같다	1
4	자주 연락하기 쉽지 않은 지인과의 지속적인 관계 유지에 도움을 주는 장점이 있는 반면 서비스의 중독성이 있어서 부정적인 부분도 존재함	1
4	좋습니다 사실 지하철앱은 이것밖에 써본적이 없어서 다른 앱과의 차이점도 좋은점 나쁜점도 잘 모르겠습니다 	1
4	집이나 학교에서 지인들과 음식을 시켜먹을 때  주변의 배달 식당의 번호 등의 정보를 알 수 있어서 좋다 	1
4	요즘같이 개인정보가 쉽게 노출되고 팔리는 시대에 모르는 번호나 스미싱 광고전화에 피해를 받지않고 방지할 수 있는 좋은 앱인것같다	1
5	유에스비가 사라지고 드라이브가 생겼다 핸드폰과 컴퓨터를 동시에 이용해야 하는 사람이라면 강력추천 한때 디자이너 시절에 피팅된 옷을 찍고 엔드라이브로 옮겨 시안서를 작성했던게 생각난다	1
4	다양한 필터가 있고 사진이 예쁘게 나와서 좋다 셀카 기능 말고 배경이나 다른 사람도 찍을 수 있었으면 좋겠다	1
2	가끔 이 앱을 통해서 메세지를 받을때 가끔 사용한다 주로 카카오톡에 없는 페이북 사용자와의 커뮤니케이션을 할 때 사용하는 것 같다	0
5	이체나 조회 등을 아무때나 하고싶을때 사용할 수 있기에 자주 사용하는 어플이 되었고 유용한 어플인것같다	1
4	휴식시간을 갖는데 좋다고 생각합니다 잠깐씩 생기는 짧은 시간을 보내는데 사용하기 좋아서 애용하고 있씁니다	1
4	시스템리소스를 많이 사용하는 단점 이외에는 불편함을 느끼지 못하고 있다 최근 첫화면을 어떤 주제로 고를 건지를 정해주는 서비스가 생겨서 좋았다	1
4	나름대로 실생활에 유용하게 쓸수 있는 어플중에 하나이다 특히 이벤트를 한번에 확인할수있다는 점이 괜찮았다	1
5	이런 게 무료라니 믿기지 않는다 를 초월해서 화상으로 세계 곳곳에 있는 친구들과 소통이 가능하다 음질도 좋은 편이다	1
2	처음엔 재미있었는데 너무 게임 시간이 길어서 지루하다 카드하나 만렙만 찍고 관뒀다 그래도 가끔 들어가서 큐브까는 재미가 있긴하다	0
5	가끔 오류 일으키는거 뺴고는 맘에든다 라디오 노래추천실시간 차트등등 타사의 음악어플보다 장점이 많은거 같다	1
4	카카오톡을 사용함으로써 페이스북 메시지를 이용하는 경우가 많지 않음 서비스는 매우 안정적으로 느껴짐	1
2	네이버를 사용하면서 네이트를 사용하고 있지 않는데 제 핸드폰의 특성상 삭제가 안되어서 불편하다고 생각합니다 기본 장착 앱이 아닌데도 삭제가 안된다는 점이 마음에 안듭니다	0
4	이 앱의 가장 좋은점은 해시태그이다 해시태그로 특정단어를 검색하면 전세계사람들의 특정 사진만 볼수있다 	1
5	디자인이 이쁘고 알람을 설정해 놓으면 그 날 따로 확인하지 않아도 바탕화면에 조금하게 되어 있어서 까먹지 않고 알 수 있게 해준다	1
2	다른 많은 지도앱과 별 차이가없는것같다 평소에도 검색등을 이용해서 길을 찾기때문에 이 앱이 없어도 큰불편함은 느끼지못하고있다	0
2	사용자가 적어서 제대로된 의 기능을 다하지 못하고 있습니다 하지만 카카오톡과의 연동 이기 때문에 어플 자체는 좋습니다	0
4	실제 사용량이랑 조금 다르긴 하지만 요금 사용량을 알 수 있어서 절약하면서 사용할 수 있어서 좋다	1
5	서울 내의 지하철 노선도를 모두 확인할 수 있어 편리하다 시작점과 종료점을 선택하여 비용및 거리 시간 등을 계산해줘서 좋다	1
5	요일 별 웹툰을 간단하게 모아서 볼 수 있어서 좋은 것 같다 다양한 웹툰을 인기순으로 정렬한 것도 좋고 컷툰 스마트툰등 새로운 시도를 많이 하는 것 같다	1
4	사진이 잘 찍힌다	1
5	참 편리합니다 단점은 지도 사진 볼 경우 데이터가 나간다는 것 그건 뭐 이 앱의 잘못이라고 보긴 어렵죠	1
4	캐릭터스티커가 귀여운게 많다 다른 점은 카톡과 거의 비슷한데 사용자 수가 적은게 좀 아쉽긴 하다 자동 등록을 방지해서 내가 원하는 사람한테만 내가 라인을 한다고 보여주는 기능이 카톡과는 달라서 좋다	1
2	쿠팡 어플은 쥐마켓 어플에 비해 깔끔하며 카데고리도 간단하여서  처음 사용자도 편리하게 사용 할수있을거라고 생각합니다	0
1	주로 구글 맵 또는 다음 지도를 사용한다 다음 지도보다 늦게 출시된 것으로 알고 있다 다음 지도를 버릴 만큰의 차이를 잘 인지하지 못하고 있다	0
4	대학생이되면서 은행을 이용하면서 사용하게된 어플이다 입출금과 통장잔액을 알려주는 기능이 있어 유용하다	1
2	전화번호로 바로 연결되니까 그건 괜찮은데 좀 불편하게 느껴졌다 뭔가 사진같은걸 보기엔 역시 컴이 최고지 피터팬이 더 나은듯	0
5	웹과 스마트폰에서 모두 사용가능하도록 만들어진 다른 앱들과 달리 처음 기획할 당시에 스마트폰만을 통해서 사용 가능하도록 만들어진 획기적인 제품이다 	1
2	날씨와 시계가 포함된 앱에 묻히기 쉽다	0
4	작년까지 핸드폰 잠금을 해제하면 제일 먼저 누르던 앱이다 친구들 뿐만 아니라 세상과 소통할 수 있는 앱이라고 생각한다	1
4	학생으로서 수업 도중 궁금한 점이나 검색이 필요한 경우에 쓰고 있습니다 단순히 검색엔진으로서 기능도 만족하고 있고 그날그날 뉴스를 보는데 사용하기 좋아서 만족합니다	1
5	학교 연구실 학생들과 함꼐 사용하고 있고 공지나 소소한 일상공유에는 카카오톡 구룹 채팅보다는 효과적인 것 같습니다	1
